file name,queen presence
2022-06-27--06-32-32_1_spect.png,0
2022-06-09--07-10-32_1_spect.png,0
2022-06-25--23-56-32_1_spect.png,0
2022-06-25--17-02-48_2_spect.png,0
2022-06-26--00-55-43_1_spect.png,0
2022-06-26--16-43-48_1_spect.png,0
2022-06-26--12-47-25_1_spect.png,0
2022-06-25--21-58-20_2_spect.png,0
2022-06-27--03-34-51_1_spect.png,0
2022-06-09--17-03-35_1_spect.png,0
2022-06-26--13-46-18_2_spect.png,0
2022-06-26--04-52-33_1_spect.png,0
2022-06-26--12-47-08_2_spect.png,0
2022-06-09--12-07-53_1_spect.png,0
2022-06-08--18-21-07_2_spect.png,0
2022-06-26--21-39-27_1_spect.png,0
2022-06-25--16-03-24_1_spect.png,0
2022-06-26--09-49-13_2_spect.png,0
2022-06-27--02-35-11_2_spect.png,0
2022-06-09--02-14-21_2_spect.png,0
2022-06-08--20-19-23_2_spect.png,0
2022-06-27--10-20-13_2_spect.png,0
2022-06-26--14-45-27_2_spect.png,0
2022-06-09--07-10-29_2_spect.png,0
2022-06-26--05-51-56_2_spect.png,0
2022-06-09--05-11-59_2_spect.png,0
2022-06-25--21-58-09_1_spect.png,0
2022-06-26--15-44-38_2_spect.png,0
2022-06-08--21-18-22_1_spect.png,0
2022-06-27--04-33-32_2_spect.png,0
2022-06-26--23-37-51_1_spect.png,0
2022-06-27--15-16-06_2_spect.png,0
2022-06-26--07-50-24_1_spect.png,0
2022-06-26--03-53-30_2_spect.png,0
2022-06-26--19-41-01_2_spect.png,0
2022-06-27--00-37-09_1_spect.png,0
2022-06-09--01-15-07_2_spect.png,0
2022-06-09--08-09-59_1_spect.png,0
2022-06-08--17-21-53_1_spect.png,0
2022-06-08--22-17-37_2_spect.png,0
2022-06-26--00-55-53_2_spect.png,0
2022-06-08--20-19-13_1_spect.png,0
2022-06-27--08-31-09_1_spect.png,0
2022-06-27--06-31-57_2_spect.png,0
2022-06-27--01-36-20_1_spect.png,0
2022-06-26--14-45-27_1_spect.png,0
2022-06-26--06-51-07_2_spect.png,0
2022-06-26--22-38-40_1_spect.png,0
2022-06-08--14-52-43_2_spect.png,0
