queen presence,apparent hive temp,apparent temp diff,CCD
1,35.51,3.979999999999997,0
1,36.6,9.580000000000002,0
1,36.93,7.280000000000001,0
1,41.72,10.91,0
1,32.49,0.8400000000000034,0
1,41.08,14.229999999999997,0
1,33.52,10.710000000000004,0
1,26.85,7.470000000000002,0
1,19.05,5.15,0
1,20.38,0.0299999999999975,0
1,34.39,2.020000000000003,0
1,54.21,17.36,0
1,32.65,18.56,0
1,35.62,-0.25,0
1,18.04,4.709999999999999,0
1,33.03,9.82,0
1,26.81,3.75,0
1,35.26,19.51,0
1,26.59,0.4499999999999993,0
1,30.0,3.6000000000000014,0
1,19.97,0.1899999999999977,0
1,19.04,-0.3000000000000007,0
1,41.83,9.129999999999995,0
1,31.26,16.150000000000002,0
1,35.77,20.910000000000004,0
1,37.12,11.329999999999998,0
1,35.73,8.449999999999996,0
1,47.71,21.03,0
1,20.66,-0.5,0
1,40.55,19.81,0
1,34.97,13.529999999999998,0
1,33.88,14.78,0
1,36.48,18.6,0
1,36.92,18.71,0
1,44.01,8.629999999999995,0
1,38.65,8.59,0
1,37.36,17.169999999999998,0
1,36.11,14.47,0
1,20.07,1.7199999999999989,0
1,35.0,15.87,0
1,50.82,20.05,0
1,40.94,15.169999999999998,0
1,17.39,2.2700000000000014,0
1,21.35,0.2600000000000015,0
1,35.33,18.04,0
1,21.98,2.969999999999999,0
1,40.07,5.079999999999998,0
1,38.78,8.41,0
1,30.38,2.509999999999998,0
1,25.59,0.9600000000000009,0
1,34.61,4.789999999999999,0
1,18.35,-1.0199999999999996,0
1,38.86,19.21,0
1,37.49,8.860000000000003,0
1,23.81,0.1499999999999985,0
1,35.6,17.900000000000002,0
1,21.38,4.25,0
1,33.02,4.500000000000004,0
1,19.82,0.3599999999999994,0
1,31.86,1.5,0
1,28.82,4.34,0
1,19.85,2.370000000000001,0
0,19.19,0.4800000000000004,0
1,39.49,6.660000000000004,0
1,21.88,2.3099999999999987,0
1,38.28,17.080000000000002,0
0,43.13,20.910000000000004,0
1,15.0,-0.5299999999999994,0
1,36.04,18.35,0
1,21.27,6.41,0
1,30.06,6.689999999999998,0
1,36.31,20.4,0
1,34.4,1.6599999999999966,0
1,18.1,4.950000000000001,0
1,38.1,8.91,0
1,43.24,24.48,0
1,53.92,18.99,0
1,36.18,3.6899999999999977,0
1,34.11,7.620000000000001,0
1,35.79,19.33,0
1,34.14,18.86,0
1,14.62,1.129999999999999,0
1,19.83,-0.1500000000000021,0
1,48.12,12.65,0
1,51.69,18.32,0
1,39.42,11.360000000000005,0
1,18.39,4.49,0
1,38.0,18.08,0
1,43.4,15.04,0
1,47.01,10.159999999999997,0
1,38.53,18.42,0
1,29.56,0.9499999999999992,0
1,36.68,17.37,0
1,28.05,0.490000000000002,0
1,34.73,17.529999999999998,0
1,20.11,0.629999999999999,0
1,41.79,3.86,0
1,22.74,0.3199999999999967,0
1,35.38,16.28,0
1,36.49,0.5500000000000043,0
1,36.73,17.869999999999997,0
1,28.35,1.3100000000000025,0
1,40.06,7.440000000000005,0
1,37.54,19.14,0
1,24.22,4.529999999999998,0
1,24.1,1.75,0
1,26.24,0.0499999999999971,0
1,38.63,15.590000000000003,0
1,36.43,16.61,0
1,37.77,23.020000000000003,0
0,43.95,19.040000000000003,0
1,34.74,18.96,0
1,41.7,9.46,0
0,33.85,7.260000000000002,0
1,21.45,3.969999999999999,0
1,39.7,15.250000000000004,0
1,15.63,1.0300000000000011,0
1,30.15,10.32,0
1,27.13,5.039999999999999,0
1,32.24,2.5100000000000016,0
1,36.51,9.569999999999997,0
1,33.28,13.78,0
1,21.43,5.68,0
1,45.01,24.99,0
1,26.21,1.25,0
1,15.06,0.9700000000000006,0
0,54.49,26.82,0
1,42.34,9.010000000000003,0
1,41.31,21.660000000000004,0
1,41.36,14.65,0
1,37.03,9.07,0
1,23.83,1.1599999999999966,0
1,35.96,14.91,0
1,34.34,3.490000000000002,0
1,21.27,0.5700000000000003,0
1,32.9,0.6599999999999966,0
1,21.78,3.0700000000000003,0
1,20.97,3.119999999999997,0
1,21.99,2.479999999999997,0
1,39.23,18.52,0
1,19.91,2.780000000000001,0
1,32.87,0.5899999999999963,0
1,35.3,7.7499999999999964,0
1,28.16,2.18,0
1,24.34,2.7300000000000004,0
1,34.17,-0.9299999999999996,0
1,34.31,11.650000000000002,0
1,15.35,-0.7900000000000009,0
1,31.93,18.35,0
1,41.21,4.960000000000001,0
0,18.19,-0.3399999999999998,0
1,40.38,12.390000000000004,0
1,40.87,17.839999999999996,0
1,24.0,2.3599999999999994,0
1,51.89,30.46,0
1,19.77,1.9499999999999995,0
1,35.03,19.340000000000003,0
1,33.62,6.389999999999997,0
1,28.28,11.010000000000002,0
1,16.84,-0.7300000000000004,0
1,41.61,11.939999999999998,0
1,30.44,11.880000000000004,0
1,17.73,1.620000000000001,0
1,36.62,16.429999999999996,0
1,50.54,19.6,0
1,40.4,10.389999999999995,0
1,28.98,1.5599999999999987,0
1,24.24,4.41,0
1,33.17,4.57,0
1,33.46,19.74,0
1,36.11,20.7,0
1,34.5,10.079999999999998,0
1,20.1,5.130000000000001,0
1,38.05,17.259999999999998,0
1,19.1,4.910000000000002,0
1,28.6,2.770000000000003,0
1,32.97,7.549999999999997,0
1,52.46,26.03,0
1,27.05,6.109999999999999,0
1,37.52,7.650000000000002,0
1,35.51,20.69,0
1,30.2,6.579999999999998,0
1,37.28,10.03,0
1,36.33,17.38,0
1,37.89,8.04,0
1,26.63,1.1199999999999974,0
1,23.49,5.879999999999999,0
1,31.63,3.129999999999999,0
1,42.21,15.85,0
1,42.55,12.039999999999996,0
1,20.06,-0.3100000000000023,0
1,45.48,24.44,0
1,29.92,3.2600000000000016,0
1,20.18,5.35,0
1,37.38,1.4000000000000057,0
0,38.64,21.76,0
0,32.38,0.9000000000000021,0
1,22.46,0.2200000000000024,0
1,35.56,11.310000000000002,0
1,50.38,24.750000000000004,0
1,36.39,5.75,0
1,39.38,13.19,0
1,47.3,25.2,0
1,20.12,5.590000000000002,0
1,33.32,2.6000000000000014,0
1,15.2,3.379999999999999,0
1,36.55,16.889999999999997,0
1,39.06,10.570000000000004,0
1,54.56,31.630000000000003,0
1,38.92,0.990000000000002,0
1,36.83,7.579999999999998,0
1,41.89,11.88,0
1,34.22,19.43,0
1,34.74,9.610000000000005,0
1,25.61,3.4899999999999984,0
1,23.85,4.720000000000002,0
1,51.78,22.450000000000003,0
1,44.3,16.639999999999997,0
1,22.85,1.3300000000000018,0
1,38.86,16.07,0
1,18.3,0.9800000000000004,0
1,47.78,23.290000000000003,0
1,19.82,4.290000000000001,0
1,38.0,21.52,0
1,36.46,7.690000000000001,0
1,26.65,4.479999999999997,0
1,40.11,8.68,0
1,35.77,16.250000000000004,0
1,36.84,11.960000000000004,0
1,42.27,9.290000000000006,0
1,36.81,17.3,0
1,38.17,12.900000000000002,0
1,16.81,1.1499999999999986,0
1,31.79,18.3,0
1,21.73,3.8000000000000007,0
1,30.93,7.219999999999999,0
1,37.79,8.79,1
1,15.11,1.16,1
1,42.11,19.74,1
0,52.79,23.25,1
0,45.27,15.960000000000004,1
1,19.54,3.85,1
0,45.06,22.9,1
1,54.76,26.58,1
1,37.58,21.48,1
0,38.73,5.559999999999995,1
1,39.61,7.98,1
1,21.42,3.280000000000001,1
0,52.07,27.16,1
0,49.92,23.8,1
1,43.98,8.699999999999996,1
1,19.26,1.1300000000000026,1
0,27.55,2.900000000000002,1
1,42.15,20.66,1
1,25.55,1.6700000000000017,1
0,39.4,19.16,1
0,41.11,7.759999999999998,1
0,34.36,0.7999999999999972,1
0,42.04,10.56,1
0,22.07,2.75,1
0,20.42,3.8000000000000007,1
0,33.28,8.630000000000003,1
1,30.06,5.049999999999997,1
1,22.48,3.18,1
1,19.96,-0.7799999999999976,1
1,51.65,22.35,1
1,16.12,2.450000000000001,1
0,42.12,13.929999999999996,1
1,51.87,21.38,1
0,40.92,24.31,1
0,43.68,23.93,1
0,31.88,10.329999999999998,1
1,20.9,5.609999999999999,1
1,43.65,14.169999999999998,1
0,50.58,19.44,1
1,31.02,2.849999999999998,1
1,16.88,-0.8800000000000026,1
1,20.78,7.56,1
1,23.17,8.750000000000002,1
1,20.82,4.030000000000001,1
1,39.17,14.05,1
1,50.89,18.770000000000003,1
1,51.12,21.11,1
0,38.23,22.12,1
1,46.38,18.390000000000004,1
0,20.24,4.869999999999999,1
1,17.08,5.229999999999999,1
1,45.06,16.87,1
1,58.73,34.03,1
1,19.67,5.170000000000002,1
1,26.04,4.57,1
0,42.14,23.43,1
0,32.56,-0.6099999999999994,1
1,17.36,-0.3500000000000014,1
1,19.62,5.020000000000001,1
1,24.05,0.990000000000002,1
0,36.06,2.9000000000000057,1
1,17.66,3.370000000000001,1
1,17.13,2.799999999999999,1
0,24.12,10.97,1
0,18.31,1.009999999999998,1
0,19.96,3.080000000000002,1
1,39.31,16.94,1
1,16.0,-0.7300000000000004,1
0,22.45,5.199999999999999,1
1,54.94,24.16,1
1,44.24,18.590000000000003,1
0,25.73,0.6799999999999997,1
0,17.8,0.2300000000000004,1
1,14.93,-0.7100000000000009,1
0,16.98,2.5,1
1,20.56,4.459999999999997,1
0,45.12,14.569999999999997,1
0,42.67,13.23,1
1,41.88,21.37,1
0,20.75,0.0899999999999998,1
1,54.32,28.96,1
0,47.2,19.53,1
1,17.05,0.3200000000000003,1
1,19.04,0.629999999999999,1
1,55.31,30.6,1
1,56.9,23.8,1
0,54.42,25.110000000000003,1
0,38.95,5.790000000000006,1
1,41.54,8.990000000000002,1
1,42.16,17.719999999999995,1
0,55.55,25.4,1
0,26.7,1.09,1
0,42.5,11.68,1
1,29.56,5.41,1
0,34.88,2.260000000000005,1
1,31.38,9.009999999999998,1
0,38.65,4.539999999999999,1
0,40.48,5.6399999999999935,1
1,56.0,27.39,1
0,39.41,19.42,1
0,42.18,24.61,1
1,46.81,24.14,1
1,19.78,4.660000000000002,1
1,39.44,3.9099999999999966,1
1,42.14,16.6,1
0,24.38,7.800000000000001,1
1,16.32,0.1600000000000001,1
1,21.11,-0.1700000000000017,1
0,40.96,23.12,1
0,32.71,1.9499999999999995,1
0,17.92,1.2300000000000004,1
0,40.91,21.11,1
0,35.2,17.380000000000003,1
1,55.73,24.61,1
1,37.92,18.23,1
1,55.92,29.1,1
0,40.77,24.070000000000004,1
1,17.29,3.799999999999999,1
1,45.32,10.329999999999998,1
0,42.77,24.26,1
1,17.9,1.2899999999999991,1
0,37.86,5.259999999999998,1
1,15.89,1.3000000000000007,1
0,39.33,21.9,1
1,25.89,1.0100000000000016,1
0,15.81,2.35,1
0,16.97,3.8199999999999994,1
1,15.73,3.1,1
1,23.25,2.7399999999999984,1
1,26.19,4.010000000000002,1
0,17.66,0.9600000000000009,1
0,42.01,12.659999999999997,1
0,48.72,17.82,1
0,16.26,2.3900000000000023,1
1,23.5,1.379999999999999,1
1,37.12,13.31,1
1,52.23,22.17,1
0,17.72,1.0,1
1,37.16,15.029999999999998,1
0,32.95,4.470000000000002,1
1,30.77,2.7399999999999984,1
0,19.47,2.1499999999999986,1
1,41.8,18.8,1
1,18.62,7.550000000000001,1
1,24.91,1.8000000000000007,1
1,42.62,12.489999999999998,1
1,37.11,19.71,1
1,28.55,1.84,1
1,49.5,22.09,1
1,54.64,27.33,1
1,20.51,7.850000000000001,1
1,17.75,5.08,1
0,34.52,0.0400000000000062,1
0,43.76,18.76,1
1,16.23,0.8499999999999996,1
0,41.3,9.97,1
0,17.36,1.3000000000000007,1
1,21.63,1.0700000000000005,1
1,21.83,2.369999999999997,1
0,19.78,0.3200000000000003,1
1,37.83,18.37,1
1,29.78,0.4000000000000021,1
1,26.91,3.1999999999999997,1
0,29.9,3.3099999999999987,1
1,41.81,13.21,1
1,42.04,21.35,1
1,52.29,29.36,1
1,46.15,14.86,1
1,22.99,5.049999999999997,1
0,48.67,18.58,1
1,41.19,18.31,1
0,44.45,23.76,1
1,41.07,9.86,1
1,57.95,33.900000000000006,1
0,43.83,24.37,1
0,48.88,17.980000000000004,1
1,26.69,3.370000000000001,1
1,46.71,19.22,1
1,55.12,22.489999999999995,1
0,19.08,-0.6700000000000017,1
1,20.21,0.1799999999999997,1
1,44.18,17.24,1
0,23.26,8.340000000000002,1
0,39.53,8.77,1
0,46.62,23.73,1
1,19.74,4.329999999999998,1
0,38.63,11.970000000000002,1
1,17.95,1.0299999999999976,1
1,40.29,16.22,1
0,42.1,8.370000000000005,1
0,40.3,7.07,1
1,23.34,8.85,1
1,38.19,12.79,1
1,30.01,9.55,1
0,27.52,7.530000000000001,1
0,38.58,21.86,1
1,20.3,0.1799999999999997,1
1,22.87,5.52,1
0,56.9,27.39,1
0,44.92,22.42,1
1,39.96,9.36,1
0,43.17,10.6,1
0,41.91,8.079999999999998,1
0,17.46,2.24,1
1,14.53,1.6399999999999988,1
0,23.4,8.919999999999998,1
1,53.2,28.820000000000004,1
0,24.88,7.0,1
1,23.2,1.2799999999999976,1
0,20.94,3.710000000000001,1
1,23.88,6.399999999999999,1
1,23.56,3.5700000000000003,1
1,30.91,0.3300000000000018,1
1,43.25,20.1,1
1,39.87,19.18,1
0,39.52,21.640000000000004,1
1,19.31,0.3599999999999994,1
1,21.79,1.6999999999999993,1
0,18.61,2.030000000000001,1
1,28.37,5.68,1
0,44.41,12.279999999999994,1
0,22.69,8.820000000000002,1
1,19.97,2.8200000000000003,1
0,44.4,24.22,1
1,44.38,19.76,1
1,37.86,7.039999999999999,1
0,53.52,21.890000000000004,1
1,25.15,3.43,1
1,20.64,4.07,1
1,19.18,0.25,1
0,34.26,0.8200000000000003,1
1,37.92,6.880000000000003,1
1,37.07,6.82,1
0,38.89,22.27,1
1,22.79,0.259999999999998,1
1,29.62,2.18,1
