file name,queen presence
2022-06-29--12-16-28_2_spect.png,1
2022-06-27--23-21-51_2_spect.png,1
2022-07-01--01-18-17_1_spect.png,1
2022-06-10--21-42-01_2_spect.png,1
2022-06-13--18-08-05_1_spect.png,1
2022-06-15--15-26-47_2_spect.png,1
2022-06-16--14-07-27_2_spect.png,1
2022-07-12--00-25-33_2_spect.png,1
2022-07-09--15-56-25_2_spect.png,1
2022-07-09--15-34-08_1_spect.png,1
2022-07-04--20-52-03_2_spect.png,1
2022-06-06--04-32-02_2_spect.png,1
2022-07-14--17-22-39_1_spect.png,1
2022-06-09--22-45-55_2_spect.png,1
2022-06-28--04-17-44_1_spect.png,1
2022-07-09--14-57-13_2_spect.png,1
2022-07-06--06-40-12_2_spect.png,1
2022-06-30--23-19-59_1_spect.png,1
2022-07-11--06-14-15_1_spect.png,1
2022-06-29--14-14-09_1_spect.png,1
2022-07-03--08-14-28_2_spect.png,1
2022-07-08--15-45-34_1_spect.png,1
2022-07-09--13-58-05_2_spect.png,1
2022-07-05--14-32-08_1_spect.png,1
2022-06-06--12-26-27_2_spect.png,1
2022-06-07--00-16-09_2_spect.png,1
2022-06-07--15-05-17_2_spect.png,1
2022-07-05--13-32-52_1_spect.png,1
2022-06-30--01-52-10_2_spect.png,1
2022-07-11--14-23-58_2_spect.png,1
2022-07-08--03-12-29_2_spect.png,1
2022-07-09--03-02-18_2_spect.png,1
2022-06-30--20-22-25_1_spect.png,1
2022-07-08--06-09-51_2_spect.png,1
2022-06-11--11-33-26_1_spect.png,1
2022-06-30--17-39-21_2_spect.png,1
2022-07-03--07-15-14_2_spect.png,1
2022-06-13--12-48-18_2_spect.png,1
2022-07-06--10-16-43_1_spect.png,1
2022-07-15--04-07-19_2_spect.png,1
2022-06-29--16-11-49_1_spect.png,1
2022-07-05--10-50-37_2_spect.png,1
2022-06-14--14-51-53_1_spect.png,1
2022-07-03--13-08-56_1_spect.png,1
2022-07-01--09-13-50_1_spect.png,1
2022-06-25--09-44-22_1_spect.png,1
2022-07-09--18-54-22_2_spect.png,1
2022-07-03--21-08-19_2_spect.png,1
2022-06-29--10-17-35_2_spect.png,1
2022-07-12--16-12-07_2_spect.png,1
2022-06-14--16-50-02_1_spect.png,1
2022-06-28--08-14-40_2_spect.png,1
2022-07-15--08-15-50_1_spect.png,1
2022-06-16--21-01-03_2_spect.png,1
2022-06-12--02-36-11_2_spect.png,1
2022-07-11--07-27-46_2_spect.png,1
2022-06-25--09-43-58_2_spect.png,1
2022-07-10--22-33-37_2_spect.png,1
2022-07-07--02-26-59_2_spect.png,1
2022-07-12--17-00-05_1_spect.png,1
2022-06-11--12-32-18_2_spect.png,1
2022-06-15--10-31-40_2_spect.png,1
2022-07-02--23-21-36_2_spect.png,1
2022-06-28--04-17-36_2_spect.png,1
2022-07-03--21-02-06_1_spect.png,1
2022-06-28--16-08-41_2_spect.png,1
2022-07-14--20-58-44_2_spect.png,1
2022-06-27--19-25-25_1_spect.png,1
2022-06-13--23-03-36_1_spect.png,1
2022-07-11--18-20-59_2_spect.png,1
2022-07-08--13-06-47_2_spect.png,1
2022-06-29--03-22-00_1_spect.png,1
2022-06-10--19-43-44_1_spect.png,1
2022-06-29--06-19-34_2_spect.png,1
2022-07-05--08-51-36_2_spect.png,1
2022-07-10--13-40-52_2_spect.png,1
2022-07-10--11-43-06_2_spect.png,1
2022-06-12--07-32-30_2_spect.png,1
2022-07-05--19-42-23_2_spect.png,1
2022-07-07--12-21-08_2_spect.png,1
2022-07-12--05-21-31_2_spect.png,1
2022-06-06--05-31-11_2_spect.png,1
2022-07-13--03-50-40_1_spect.png,1
2022-07-12--17-59-09_1_spect.png,1
2022-07-04--06-01-05_2_spect.png,1
2022-07-06--18-10-58_1_spect.png,1
2022-07-15--12-13-31_1_spect.png,1
2022-07-07--11-20-34_2_spect.png,1
2022-06-14--05-57-50_1_spect.png,1
2022-07-09--05-37-03_1_spect.png,1
2022-07-02--11-55-37_1_spect.png,1
2022-07-10--14-40-18_2_spect.png,1
2022-06-26--18-41-57_2_spect.png,0
2022-06-09--09-09-25_1_spect.png,0
2022-06-26--07-50-20_2_spect.png,0
2022-06-27--08-31-09_1_spect.png,0
2022-06-26--01-54-51_1_spect.png,0
2022-06-09--13-06-37_2_spect.png,0
2022-06-26--04-52-33_1_spect.png,0
2022-06-26--02-54-05_1_spect.png,0
